100000 1324
55184 541 6
4168 92058 9
72339 32391 10
97518 54439 9
15717 66633 7
64434 14279 6
95625 32144 3
2983 49829 5
55723 44344 7
67589 71772 6
14281 43553 4
8576 72807 7
39175 38357 4
31132 16138 7
58655 65001 4
55608 28274 9
32718 24823 9
24366 54754 2
32001 79567 1
629 18913 8
71048 95093 1
77203 64476 4
93585 20004 6
52768 48730 7
91769 68925 6
62815 10324 10
26617 59389 9
48645 21364 9
39132 77759 7
17659 59276 10
93629 81414 10
66644 82544 4
68528 74031 7
67533 10368 7
16911 59591 9
38534 23169 8
91182 95195 10
24543 52650 5
98122 27129 8
83765 44053 9
49480 85316 7
69986 69495 3
57605 1622 6
92808 3963 9
87310 57942 9
4812 43470 5
41012 26145 9
32273 94512 7
13621 70442 6
49339 33879 6
29009 26798 10
65214 98389 4
6562 181 3
1032 19126 5
44366 82268 1
28501 80874 6
36942 29082 3
82569 75095 6
78244 21263 5
64918 32974 10
10328 57435 4
55193 33159 3
18492 73844 5
27359 45106 1
73178 19925 6
69335 91175 4
75097 7773 2
10195 60228 5
85 65028 8
97268 62328 7
95572 14324 2
26617 70828 1
82209 31289 5
86151 23204 4
21031 23044 1
56609 66711 6
59539 7628 9
5491 54123 10
69584 24747 10
23224 88975 5
6047 83532 9
78446 83049 2
37621 52964 8
57905 77290 5
87588 92878 6
45418 36170 8
91945 82375 8
87962 72463 3
86128 97792 5
89676 29546 3
37859 82157 10
35556 48344 2
26807 23562 9
78542 15809 5
76354 31990 5
57793 43297 6
6964 32913 9
21256 55248 5
26534 80856 5
25169 78180 4
27139 39368 6
52511 3712 1
8899 26724 1
94965 30807 5
84080 14841 10
4991 33864 3
11488 60511 9
137 17091 3
71846 11980 8
87732 60744 6
59283 4685 7
39440 67299 7
14608 47807 1
31599 8911 3
13068 16209 5
62114 22167 7
11979 12667 2
99469 66967 3
74677 69337 1
32291 13491 1
84027 26877 8
70926 27677 3
18281 31554 10
11625 41110 4
62265 91125 3
22552 2490 1
21572 95466 3
85260 90432 4
59739 81027 3
18872 82805 10
28175 27999 7
49369 77601 7
7594 71210 5
43425 47621 3
23319 85405 8
5345 58419 9
63607 29581 10
33373 40351 3
97850 57647 9
54372 50135 9
76575 17 8
19873 24259 10
98533 49664 2
6418 73122 5
87950 92354 5
60261 89844 1
31529 40996 2
3105 87794 2
90318 12034 8
15004 72310 4
86389 16050 2
80344 67655 4
37789 14940 7
13125 87161 4
60436 80374 6
43174 89159 6
74868 62111 5
73181 70937 5
77548 47403 3
83643 45309 1
10767 71952 6
37517 17123 10
3497 27747 1
45094 19111 8
44677 8895 10
73312 40702 9
24962 40247 6
2033 81426 5
14348 61885 9
61329 65603 7
43662 82440 2
22490 59897 9
73565 14174 2
73210 41706 5
66557 78258 3
9518 74616 3
8481 44444 9
41998 52110 7
87451 34324 8
79628 16484 2
12877 65476 6
4223 6367 9
38249 3843 1
93395 77628 5
31882 80674 3
23371 65363 7
38019 67653 6
37906 58266 4
73204 28533 7
20041 87132 3
46877 79430 6
83431 21386 9
7669 98074 9
58791 25299 6
34319 95446 3
40564 98012 4
15596 48170 7
38212 13728 1
5198 66338 7
49335 59849 10
53801 40328 8
49048 8321 5
52851 2821 3
6924 79799 2
57842 74944 9
52113 6774 2
69395 53359 1
45875 65304 9
7460 20589 9
37571 54660 9
98155 90439 10
71111 40300 10
19356 65540 6
38295 59522 5
75225 72330 6
72481 64612 2
51203 63018 2
27932 94929 10
2130 66191 1
45490 97159 6
78887 52784 7
4438 83528 4
78114 63610 9
85784 9152 2
33639 61923 7
5077 33586 9
24596 23556 3
93476 11470 4
78663 13711 10
15667 32428 1
91654 8364 5
63573 10433 2
31299 87607 3
25590 70675 5
42114 83605 4
79512 71158 3
71423 41686 10
75636 20925 1
31770 11855 1
88557 49562 8
53896 47071 3
33065 61114 6
6045 1078 8
95273 67881 5
4384 23641 2
98313 57582 4
4160 22626 10
91342 1305 7
41832 64150 5
26936 88229 8
18085 26444 6
60547 17009 1
73701 1289 9
5574 35347 5
85568 90771 7
66765 24700 9
14878 11681 2
54902 37865 6
8040 48731 7
34060 81878 7
41486 97615 8
47791 39711 6
55640 32870 4
90145 4365 2
30138 97728 8
30861 19067 1
9200 14096 2
79446 65607 8
52838 95187 5
96626 33503 2
66976 33640 9
12654 43493 4
90549 7072 7
95369 45143 10
58999 58723 3
18198 53225 3
84049 67408 6
25561 35768 8
52352 17692 4
704 98794 4
85360 53881 1
16823 96788 6
86829 97216 6
37809 49258 5
69752 90811 8
54803 1165 5
61470 12334 9
99622 68275 8
29361 40506 8
42535 39628 10
96713 84536 3
14830 13614 2
28487 51629 4
24775 49953 4
11240 29008 2
3259 55021 9
56663 56616 2
13568 20642 6
71836 19697 8
49219 94122 10
79609 61105 8
70641 98614 3
7054 58437 3
1016 76947 4
44723 45969 8
6372 4846 5
20511 39532 9
11077 3080 5
12794 80600 7
74562 33972 2
10813 67934 4
38270 17195 3
79996 34494 8
49932 89310 5
798 56392 10
55648 22620 4
97002 7523 2
21312 88197 8
54681 64029 9
80558 79063 8
32210 7757 7
7126 45716 10
27739 95652 8
18334 76619 2
6093 31493 3
31838 6402 4
3919 69649 7
53730 31036 4
81845 27516 6
75050 14214 2
26394 25481 4
9062 23915 8
24807 90495 4
99454 7630 10
93282 55176 7
24702 53827 4
86817 9586 9
92844 37970 4
54206 13842 1
6588 53431 4
30737 3393 10
50966 39901 1
14315 211 5
27984 48757 1
75051 25396 6
8947 84886 10
21760 67140 1
77396 57832 5
93613 98433 2
98715 61975 2
1298 76446 3
76808 88729 8
16488 24407 10
51885 20223 9
21745 97243 10
28042 16069 2
79558 36355 1
62376 52696 7
96453 80837 2
67341 38638 10
29407 53767 4
78796 96751 7
9734 98013 6
51588 31103 2
83481 50081 6
81349 7050 2
88247 45398 8
91977 65382 2
75863 46419 1
72076 99362 6
90923 11329 4
59557 60034 2
529 96799 5
78132 60057 2
55754 50875 9
18000 79688 4
10484 25523 1
6833 60624 8
10336 98247 2
94474 41165 8
16346 79484 2
80893 92995 8
76607 13276 7
45749 462 8
71491 16645 10
60153 50601 1
9090 81672 5
67253 23977 10
73296 73685 4
79933 70285 9
69138 52344 5
69006 49658 4
91928 67712 4
43675 73900 2
54171 23021 1
85593 96892 4
89546 51329 9
56022 51377 4
49317 42008 1
13887 23759 7
95194 26329 6
49769 87987 5
46128 24281 3
77148 24461 3
41163 46823 9
68120 27438 8
75215 50249 4
36694 18379 9
65854 93965 5
86337 49854 6
69035 38269 2
67081 88613 3
11366 92029 4
48883 17055 8
31017 2948 1
6316 4282 6
14752 8111 5
92292 58666 10
40782 33643 7
31378 64649 3
96522 34746 4
88571 62948 10
58279 78530 4
67823 12178 8
22102 93801 1
807 43270 9
19030 90237 3
44536 59588 7
4357 18529 9
40968 26048 2
59773 99973 10
1319 92659 6
21145 11049 9
58455 15482 3
13224 79375 8
26890 71169 4
43003 46680 7
82070 27209 2
63847 94166 5
67726 34211 2
53770 29148 3
79356 58369 1
97466 99753 3
56802 27091 5
87551 65571 3
5139 5445 1
7119 55849 4
51803 87669 9
80235 27022 5
33719 627 1
99758 30415 9
35480 86409 7
46684 93919 9
36963 99900 9
54943 73304 10
12779 61719 1
62745 47233 2
60042 44171 8
9571 66282 10
45678 75044 6
7228 26805 9
81717 60759 9
55559 77854 6
35142 79987 9
79249 80764 10
73987 90429 3
11477 67599 5
68552 47261 7
24720 12613 10
32624 48936 9
19945 94606 7
33150 17927 10
63015 99924 2
40592 81641 6
38477 57285 3
20555 6704 8
21826 51946 3
1553 96658 10
45158 29163 2
18940 20098 9
77437 2026 10
22394 62051 3
44627 95127 4
17492 14359 10
3483 9292 8
8231 23744 2
81304 51350 9
87378 64467 6
13769 49602 5
64741 88081 4
12682 43469 9
18304 9555 2
14978 30116 6
58367 16125 1
34835 56357 10
94912 23558 4
13163 16332 4
34427 57688 5
8815 3278 9
67426 71907 1
55932 11988 4
33204 56044 2
80422 17414 9
59708 4095 3
24918 83655 2
56352 11079 2
29982 53158 8
23097 11474 5
81412 22520 6
44018 78390 4
68281 71236 7
68068 11034 6
18950 3569 5
79719 17573 8
79161 66514 9
19176 64370 9
35076 97195 5
98787 71771 6
953 28870 9
39521 34936 8
79508 15045 8
71641 76464 4
79774 23195 6
19541 2499 10
42238 6898 6
23506 87225 9
25459 86768 9
77531 75514 2
30539 60413 9
51620 94798 9
58607 96677 10
54037 55613 10
52752 65691 9
99617 21843 2
5105 63528 5
48401 81381 10
83852 78527 4
30159 65399 8
47678 94840 4
7850 32109 3
34811 93050 1
86185 13762 1
87415 885 7
94976 2610 5
9022 84322 5
56973 39656 3
28394 27520 1
37007 88610 4
81008 30633 1
64324 7782 7
85404 40297 8
73146 80318 8
36136 90823 3
23854 31372 1
30911 60987 6
55205 79123 5
50798 35140 3
93358 25494 8
31876 23286 1
50500 17627 10
68512 10290 6
94687 13339 2
11098 4023 9
80213 68639 7
85397 78859 2
76569 52257 6
63510 31016 3
47404 51950 1
35054 30378 2
32243 15455 2
82804 10623 3
8896 46971 6
5937 90093 5
64415 71996 1
95493 13556 6
73710 8821 3
92868 81784 4
29140 21732 8
88525 3909 1
68828 91952 1
6882 12509 1
23938 92705 3
447 44511 2
75150 46953 8
27332 41960 4
47056 56773 3
4948 6526 9
45107 8450 8
41902 23009 2
51878 69991 1
8590 14996 9
29650 23338 1
90795 31658 6
3094 45383 6
98636 90856 6
71678 40933 1
12845 59856 5
31976 13583 8
96641 43619 8
93369 55294 2
58390 88451 10
54599 16967 4
61725 18810 5
16787 83672 2
60443 34832 10
35385 76068 6
1719 73832 6
76727 40182 2
45222 61240 5
40667 67975 2
76663 99213 5
7674 63627 5
99354 51768 8
98628 25418 6
6931 13516 2
56741 38014 3
75497 54909 4
33104 37369 1
30158 9997 8
16706 62936 5
12233 57570 8
13272 73493 6
52614 19141 5
867 56897 8
18639 35642 5
44911 21777 9
17533 37217 4
44351 55906 10
79401 37711 9
16478 76094 1
86397 4355 5
17623 2246 5
75256 25925 10
79333 53496 5
37589 92174 10
30372 84871 3
74853 34187 10
6851 97648 4
21119 96146 7
19682 97796 5
94272 51895 4
90706 56042 4
39678 22173 9
62238 85216 2
95162 53797 2
30435 34337 3
39269 99784 6
70139 8510 6
2792 84555 5
3289 73104 3
87144 66885 3
25674 70951 5
84750 37689 7
31653 38697 8
1798 62497 3
93893 44811 8
4571 94667 10
44216 70563 4
68057 86758 7
70824 28560 9
65393 43873 9
49275 16536 10
77001 41767 2
40738 1866 3
19552 1339 8
55105 42695 3
44851 71593 4
87867 87058 6
79641 21109 7
23969 91827 7
90833 32986 8
94346 3320 8
41178 73063 8
24793 23268 6
26083 83557 8
33801 42843 8
17879 50337 10
58800 10361 5
1416 30814 3
98751 55971 9
3320 83677 6
99374 23064 4
60953 1552 10
7853 34914 5
36848 30499 3
55492 51155 8
42530 2609 8
90220 20277 8
19392 91488 7
32555 9267 3
17849 69129 1
36274 23567 3
86506 43348 8
32904 72297 5
88178 55077 7
26068 74019 1
48179 16748 4
57492 31288 8
27960 23780 4
92383 47121 2
51077 78752 5
68603 60183 7
1631 60610 5
49355 9412 9
93150 97540 1
53812 90353 7
59536 97465 2
97903 50017 5
72006 17053 7
88545 47352 10
95007 49379 3
45088 5074 2
47919 57448 6
52993 12244 2
26897 89874 2
75038 17661 5
95816 24689 5
99464 56283 10
2962 61401 7
36356 50803 2
99471 42550 10
86119 20636 9
45554 19579 7
92430 72587 1
99101 44334 5
69254 11908 2
86554 67404 1
93966 85729 9
24710 28965 5
65766 36719 7
26529 81561 7
16650 73887 6
59292 91101 5
35547 23122 10
4436 91237 4
37790 92911 9
55640 43123 1
95900 8405 5
35391 48511 6
4416 79869 5
3976 84788 6
12593 32104 2
22779 56619 3
91374 47175 4
42793 25862 2
62739 46809 8
54006 84155 2
50694 12719 10
97713 74304 4
96419 53997 9
61326 95315 4
95683 95111 4
80710 86574 1
10919 35414 4
38650 46425 7
81335 99864 8
20923 16906 6
53826 99199 10
60956 14365 1
96271 41938 8
54166 13312 3
87501 44548 10
23490 64014 3
63929 55996 3
41994 47748 4
17399 72638 5
74642 17273 2
90447 99266 4
8805 79830 7
91462 96739 2
92975 65787 4
43505 84642 7
9918 33758 10
35774 80855 10
31462 42545 9
69992 93706 3
40023 86832 7
27197 10838 10
79639 55008 5
88411 15550 7
86370 33601 4
88266 73367 6
17887 77365 10
21634 21056 1
16561 26112 5
15648 6 3
94334 39433 5
32997 34339 2
48976 10700 6
18033 54843 7
74513 81519 3
5122 95570 10
40123 63732 3
19320 99775 1
55034 45131 2
57043 91436 7
9417 14119 1
3821 12725 4
40218 45169 1
58307 33612 10
24196 4981 2
22240 88786 10
94592 95385 4
2974 17481 1
98957 39641 5
15787 33084 7
35515 13059 6
78940 35508 9
81242 70398 8
31631 1785 7
83593 8733 8
35393 34308 8
18456 35262 8
37147 48948 10
4998 77722 1
9230 97813 7
26034 88746 4
64296 71444 8
76685 23160 8
7534 4854 9
96116 50303 7
53752 37836 2
40969 36779 5
49007 88864 4
87649 12267 1
95450 87189 7
89944 77479 7
69098 96165 7
20188 68470 9
32523 33950 6
17757 41927 6
63491 80892 3
26017 24527 2
15095 7526 9
21157 75194 3
87447 40979 5
32860 67813 5
49973 53379 5
52039 68824 10
47393 33460 7
61680 24336 9
85003 64744 1
59941 37296 9
695 7433 3
64654 78903 5
37304 72395 10
99183 24501 2
35989 32949 3
98364 85174 6
26821 92403 5
92468 59958 10
98734 82282 1
40363 98258 1
81520 11448 7
81334 29645 2
23256 7509 3
35019 43132 8
11266 54351 9
70972 30295 1
34498 85854 7
10049 84842 1
46401 28416 7
76013 99669 2
24966 30346 8
56857 9966 1
78816 29102 1
12215 25384 5
31521 36297 6
25877 56960 5
22625 28342 6
248 11516 5
77039 10600 1
29518 50214 10
98814 97694 2
44645 75611 3
23204 57275 7
76676 79501 8
99984 64862 7
94962 7465 3
41633 79488 10
24825 70505 8
92512 5565 8
79489 80281 2
15502 36363 7
46661 90105 7
61039 37918 5
23161 40311 10
48111 13197 6
33703 95477 6
83746 46350 4
83900 28477 8
86536 57333 1
53212 76212 3
93479 86003 6
38208 67136 2
6028 4943 4
70529 83537 8
7170 97721 4
88325 68897 8
921 33341 6
70115 699 4
80220 14596 8
40782 20629 8
566 38284 9
75037 13466 2
10043 35486 5
47291 13753 1
14939 51319 8
82288 6294 3
48165 58852 2
50505 6225 1
94299 24957 6
29801 94115 10
97006 68009 8
96815 77923 2
25913 91974 2
81475 64554 8
59748 99663 3
7228 92953 3
68594 22294 2
93700 73867 2
90297 77160 7
80396 68758 3
64484 67895 9
11713 37706 8
31897 27237 4
32580 77818 8
17810 29234 7
91681 9976 1
69136 43035 5
59821 4190 8
98902 98816 9
93687 2834 6
80746 71611 4
85514 38496 3
38921 61617 7
20889 17496 3
49263 56331 10
21987 79431 9
38936 37262 5
22028 77172 9
97285 136 6
57100 77303 10
54824 84976 7
87455 59916 8
42522 27160 5
8038 55727 9
97505 48292 4
38688 63327 8
93150 88406 6
7737 63684 3
31699 24618 8
604 37418 9
98377 25032 3
51631 75762 6
27969 99689 4
41895 20880 6
34194 35380 4
82487 93544 3
42359 19751 8
3332 423 2
67837 55989 6
86013 21414 7
70558 13058 8
51362 53735 5
65655 16975 7
25570 262 9
17122 83437 5
21659 33451 5
85240 47428 5
25047 63769 7
47332 2537 8
71380 89817 9
98628 39869 10
41179 94226 2
73372 56324 2
95070 623 10
5785 38404 7
72257 75375 8
56484 89651 5
26440 49441 10
69102 69777 3
51720 58564 6
44764 55563 8
10952 67370 7
38415 3224 2
25846 25186 4
67860 72922 6
2582 73776 1
31542 94681 6
36433 29447 3
54929 26854 6
60399 24405 7
24531 45762 5
24428 95603 7
89703 81435 10
87217 29110 9
27710 79136 8
62013 3789 3
85630 30766 8
13072 81718 9
20771 43187 2
62299 49068 9
10036 55549 5
11421 20497 4
7291 10411 2
96608 81416 8
46167 29135 4
81783 47469 1
13766 1685 10
98246 19041 6
30868 41687 7
29891 15111 5
6700 36127 4
94006 46960 10
44973 47474 7
4150 62730 3
27151 49585 2
57340 32115 1
38034 12918 1
33628 77467 8
78356 4488 3
58201 14600 2
96505 23102 1
29353 60627 6
25035 4771 3
45500 97566 5
28893 44121 1
61529 62204 3
25729 43335 9
15457 35254 8
36756 85945 2
1107 67637 7
62046 18976 2
8574 86046 2
29678 33039 2
86651 88551 5
79473 2400 8
80246 1393 5
95524 23231 10
93334 71167 2
72797 52532 7
62912 44051 3
88108 87546 7
4260 61036 5
22312 8149 9
6603 43418 3
58911 25036 4
40389 29389 6
52958 51025 10
22047 83063 9
85346 14716 8
95586 49520 9
56214 27825 2
44769 13067 4
91629 86792 9
14133 91464 7
94619 76898 6
78963 65337 6
73494 25071 5
38194 60210 9
93174 2482 7
77173 63040 6
64977 78811 2
64879 71255 7
80276 19659 2
16093 19713 5
55154 67710 1
36067 47597 7
24995 56001 10
12356 96481 8
58038 23945 1
63943 3705 7
39809 3683 6
36665 48487 8
30167 59755 6
75099 90937 7
99008 57195 9
46311 32811 6
4563 56724 7
29285 90123 4
78903 26014 9
11896 31157 2
81331 83228 3
52977 57520 4
90414 27060 2
80235 12947 4
97289 64730 7
82756 96299 8
60319 88450 4
13411 18920 7
72726 47598 4
64105 54735 5
69077 41912 9
19962 64895 5
15337 29025 1
85759 16926 7
24154 78112 8
73126 77436 2
20857 59011 8
20206 97680 8
20544 66634 9
63260 79234 3
65825 41789 3
71626 74687 1
97173 31595 10
86356 52084 9
63186 3662 2
31971 42039 9
26163 93040 2
41957 55627 7
34793 1071 5
93327 47644 5
11439 89325 4
53026 85000 5
65652 2779 4
83335 79006 4
8632 67268 6
2287 64185 8
75459 7606 9
91339 55023 6
50462 42526 7
41329 93308 4
47997 28036 8
9829 39065 8
97899 85235 9
73833 78016 4
36471 87393 9
29525 38201 6
29849 2693 9
8210 40620 5
65945 99776 2
24693 35181 7
42569 66304 5
7555 2231 7
41232 2574 4
14104 6457 4
94901 48846 9
60170 13499 10
13274 81862 5
86249 515 6
33058 15961 1
60625 67293 5
81686 39524 3
60037 84953 3
46533 39404 1
88799 64945 4
6368 23869 6
75472 23561 3
73763 7533 6
53679 37984 6
67820 98713 4
58514 90613 3
38943 87104 9
95472 59689 9
42724 58480 1
62107 47377 7
53833 46336 7
39263 12056 2
8104 58049 4
74762 87286 2
71058 81920 2
66852 24096 1
73148 98357 9
21118 45098 8
90782 25886 6
24280 30599 8
29425 191 3
1286 59261 3
61985 64826 5
67570 60572 6
89525 84510 9
1854 41651 8
14828 34154 5
96029 46889 7
52725 19419 4
36869 80086 4
70134 50593 7
62948 45118 1
13423 76380 1
11406 29292 10
59776 63261 2
47949 1086 10
17725 12848 9
45005 79345 4
16167 35220 7
23673 94810 10
65700 93823 3
13700 88150 3
5469 85144 7
28998 65475 4
34533 15964 9
36149 76579 6
96142 21598 5
93830 95125 9
78590 28119 7
98415 74439 6
68529 9935 8
76235 56478 3
85804 89631 9
87137 98666 1
37654 17415 9
68670 74546 1
11851 63742 8
10969 56186 9
65402 66923 4
72078 92015 7
28694 54461 3
67407 80926 6
88660 16598 1
11048 54826 6
96541 85899 7
4746 5581 6
46835 85242 7
31032 71165 10
11087 15689 8
43069 49830 4
85722 99388 4
1508 87022 6
46808 39392 9
97593 88999 7
46557 15024 9
38877 38017 5
19228 13429 7
9292 76130 1
41609 12014 9
81857 6899 6
4967 52270 9
12374 31558 8
65433 30322 3
61131 23067 4
120 75197 2
24069 13185 5
39977 68756 2
10854 53182 8
63010 98410 7
84254 12239 3
19530 43222 10
25255 76327 7
48938 92672 10
75381 35870 5
39814 79881 4
46940 23211 2
95251 15494 4
70167 75901 9
93308 50441 1
48642 43075 8
52395 48227 2
90762 62677 8
35285 24922 6
23519 35925 5
82031 26845 2
77068 80435 9
73526 28679 6
29483 80310 8
10501 29205 5
30039 70771 3
34958 82502 5
49868 17671 5
49810 96422 6
81347 93715 7
21768 89073 9
57369 88925 7
46363 8108 10
91128 82870 5
11695 36981 1
13119 58178 8
68878 63152 7
52093 96145 4
81851 93057 7
49215 76389 9
97849 98413 8
26053 40208 6
80578 31652 8
52507 59891 3
85588 11645 6
80444 85019 8
8925 15390 9
41318 36023 8
57494 53974 1
5524 46974 4
93535 84059 3
54496 71089 5
34756 18974 1
3647 6257 3
34159 65729 2
37595 44140 5
87412 42982 4
684 16900 2
79885 84000 1
41429 49342 3
23909 48386 8
524 7568 2
99600 85313 7
73333 98608 3
78918 53701 2
71119 11145 1
99581 19894 1
657 67376 5
88054 17817 7
26602 48848 2
55620 71003 2
54208 21962 8
17844 87869 7
98263 88070 8
12019 5238 8
19922 88023 3
65369 69482 6
65439 35087 3
7818 40874 4
66980 85291 1
54929 63075 3
95594 85290 9
65683 58418 2
22644 68892 8
59110 19169 2
35841 82173 6
12555 17578 7
77108 69480 10
15754 90175 6
44818 24722 10
27379 69021 2
13428 31843 10
14683 85623 7
98313 2630 1
35804 52597 10
14438 74623 4
62742 79718 8
35024 56451 9
55220 76795 8
94244 30691 6
40236 30305 6
84410 99201 6
74933 49093 10
74014 75317 7
55586 66466 5
91465 12746 1
52168 89040 9
73085 70003 7
87972 7294 3
80509 73386 6
62586 95082 1
41878 46001 7
65460 84437 5
55923 11130 8
31782 79753 4
63347 51532 5
3097 14117 10
99769 99226 3
71379 7421 6
1290 58544 5
60208 90162 6
5028 91924 1
26993 8477 8
41682 91435 2
66673 12203 5
177 62024 5
41153 79748 10
36348 63717 7
62149 15016 10
65299 89050 8
14423 98926 4
99836 41547 4
61821 93061 5
39264 88370 2
42994 53316 9
74417 69244 5
35152 3104 3
13412 21380 2
20415 43498 4
94843 16864 1
85555 80601 2
18372 37831 7
78502 46824 10
68632 6654 7
41944 8430 2
43318 58137 5
1576 91550 9
72561 76916 9
15325 92269 9
74888 42943 6
19659 46329 10
99955 94065 3
80687 92749 4
46574 29821 6
18970 70983 10
98990 59981 9
98389 71775 5
78237 32306 6
62828 58133 2
58664 24833 6
85468 63544 9
29720 86825 1
2270 79120 2
33179 98581 5
34837 3169 3
768 48062 9
50254 47293 9
67063 44541 6
82686 10056 7
64266 25733 3
56980 32543 8
68718 27975 3
97998 54384 9
82556 82623 9
89337 87180 3
63109 37746 5
88956 92974 6
10351 2285 3
97722 50784 7
81784 7513 1
25671 26368 6
26168 18465 3
89125 76338 1
69284 30463 9
7216 73390 10
71479 36244 7
30800 39943 5
95490 32963 3
71933 10080 6
80933 42105 4
10973 63243 5
86430 67785 2
43052 95015 7
87272 96183 2
21087 56113 10
42554 27302 6
86481 73864 10
26044 47917 2
41156 20949 7
83203 90932 10
63594 67294 3
11538 10960 6
99769 4368 5
5206 84667 1
20857 92433 9
76226 25286 2
73541 51848 5
27375 72066 8
38906 64004 1
86625 46348 6
78322 21770 1
28803 78655 9
65784 93058 8
72599 13331 4
72870 36097 2
13776 86331 3
12657 50369 1
53901 15033 4
99065 56159 8
73604 24106 8
35386 99930 1
74480 49621 10
47123 29149 6
88613 48499 8
53417 67428 8
13345 22708 7
48968 26743 6
9643 13298 3
31361 63532 7
82468 92664 3
15157 15678 1
97596 97437 6
72001 60756 6
55842 94484 9
93777 20051 6
59466 25894 9
95217 95756 9
38364 6471 5
41576 58922 1
39395 3494 1
64827 550 1
74782 32443 9
6203 35018 6
42570 44702 4
50106 65418 1
51735 84004 4
88068 20170 5
57359 58625 6
83893 87803 2
78416 69438 3
68220 67784 3
64307 77149 7
73851 65735 4
22535 86198 7
46811 18335 6
27992 72376 3
81732 78517 10
20387 31094 5
3526 31627 6
75044 80683 1
50644 5278 9
